"Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","PBargains2","DBargains2","POffer2","DOffer2","POfferMixedness2","DOfferMixedness2","Settles2","PBet2","DBet2","PBetMixedness2","DBetMixedness2","PAbandons2","DDefaults2","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PDoesntFile","P Files","DDoesntAnswer","D Answers","Settles1","DoesntSettle1","PAbandons1","PDoesntAbandon1","DDefaults1","DDoesntDefault1","POrDQuits1","Settles2","DoesntSettle2","PAbandons2","PDoesntAbandon2","DDefaults2","DDoesntDefault2","POrDQuits2","P Loses","P Wins"
"Truly Liable MutOptLiability-2",0.0538,0,0.0538,0.628872,0.998141,0.447955,0.360595,0.44052,0.21309,0.213851,0.072748,0.0451976,0.355019,,,,,0,0.0390335,0.0539033,0.0520446,0.833333,0.833333,0.306252,0.0293717,0.0446097,,,,,0.00185874,0.00185874,0.005576,0.333333,1053840,923897,1053840,923897,22267.7,853.47,46164.8,0,0,0.399628,21085.3,0.00185874,0.0408922,0,1,0,-2,0.00185874,0.998141,0.550186,0.447955,0.355019,0.0929368,0,0.0929368,0.0390335,0.0539033,0.0390335,0.0446097,0.00929368,0.00185874,0.00743494,0.00185874,0.00557621,0.00371747,0.00371747,0.0018587
"Truly Liable MutOptLiability-3",0.0112,0,0.0112,0.595238,1,0.25,0.25,0.241071,0.178571,0.214286,0.0280468,0.0575828,0.241071,,,,,0,0,0.00892857,0.00892857,,,,,0.00892857,,,,,0,0,0,,1067970,915647,1067970,915647,16383.9,0,32031.3,0,0,0.25,19642.9,0,0,0,1,0,-3,0,1,0.75,0.25,0.241071,0.00892857,0,0.00892857,0,0.00892857,0,0.00892857,0,0,0,0,0,0,0,0
"Truly Liable MutOptLiability-4",0.0011,0,0.0011,0.590909,1,0.0909091,0.0909091,0.0909091,0.166667,0.833333,0.0256525,0.131131,0.0909091,,,,,0,0,0,0,,,,,0,,,,,0,0,0,,1084770,902955,1084770,902955,12272.7,0,15227.3,0,0,0.0909091,50000,0,0,0,1,0,-4,0,1,0.909091,0.0909091,0.0909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Truly Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Not Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Not Liable MutOptLiability4",0.0011,0,0.0011,0.393939,1,1,0,1,,,,,0,,,,,0,0,0,0,,,,,0,,,,,0,0,1,0.363636,986364,913636,986364,913636,100000,86363.6,0,0,0,0,,0,0,0,0,0,4,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0.636364,0.363636
"Truly Not Liable MutOptLiability3",0.0142,0,0.0142,0.42723,1,1,0.0140845,0.985915,0.833333,0.166667,0.0794719,0.0169428,0,,,,,0,0,0.0140845,0.0140845,,,,,0,,,,,0,0,1,0.34507,984507,915493,984507,915493,100000,84507,0,0,0,0,,0,0,0,0,0,3,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0.65493,0.34507
"Truly Not Liable MutOptLiability2",0.0481,0,0.0481,0.386348,1,0.997921,0.022869,0.956341,0.821429,0.166667,0.106241,0.0250494,0,,,,,0,0,0.251559,0.143451,,,,,0,,,,,0,0,0.997921,0.333333,983555,916632,983555,916632,99812.9,83368,0,0,0,0,,0,0,0,0,0,2,0,1,0.002079,0.997921,0,0.997921,0,0.997921,0,0.997921,0,0,0.997921,0,0.997921,0,0.997921,0,0.665281,0.33264
"Truly Not Liable MutOptLiability1",0.1081,0,0.1081,0.317607,1,0.99815,0.452359,0.963922,0.196938,0.167363,0.088151,0.0165402,0.418131,,,,,0.00277521,0.0314524,0.227567,0.20629,,,,,0,,,,,0.0730805,0.0379278,0.434783,0.306383,994964,940156,994964,940156,64879.7,59843.5,0,0,0,0.418131,16666.7,0.0758557,0.0693802,0,0,0,1,0,1,0.00185014,0.99815,0.418131,0.580019,0.00277521,0.577243,0.0314524,0.545791,0.0342276,0,0.545791,0.0730805,0.47271,0.0379278,0.434783,0.111008,0.301573,0.13321
"Truly Not Liable MutOptLiability0",0.1606,0,0.1606,0.344334,0.989415,0.949564,0.595268,0.924658,0.212846,0.195935,0.0520597,0.018303,0.562889,,,,,0.00498132,0.0603985,0.148817,0.229141,,,,,0.0541719,,,,,0.0666252,0.0983811,0.102117,0.402439,1014140,942305,1014140,942305,43558.5,57694.6,0,0,0,0.617061,19677.1,0.0716065,0.15878,0,0,0,0,0.0105853,0.989415,0.0398506,0.949564,0.562889,0.386675,0.00498132,0.381694,0.0603985,0.321295,0.0653798,0.0541719,0.267123,0.0666252,0.200498,0.0983811,0.102117,0.165006,0.0610212,0.0410959
"Truly Not Liable MutOptLiability-1",0.106,0,0.106,0.31761,0.983962,0.888679,0.713208,0.871698,0.206869,0.201212,0.0416303,0.0207826,0.690566,,,,,0.00377358,0.0632075,0.095283,0.116981,0.166667,0.5,0.142932,0.166078,0.0801887,,,,,0.00660377,0.0320755,0.012264,0.0769231,1016870,948496,1016870,948496,34636.8,51503.9,0,0,0,0.770755,20124.4,0.0103774,0.095283,0,0,0,-1,0.0160377,0.983962,0.095283,0.888679,0.690566,0.198113,0.00377358,0.19434,0.0632075,0.131132,0.0669811,0.0801887,0.0509434,0.00660377,0.0443396,0.0320755,0.0122642,0.0386792,0.0113208,0.0009434
"Truly Not Liable MutOptLiability-2",0.0493,0,0.0493,0.361393,0.985801,0.843813,0.778905,0.829615,0.184299,0.188917,0.043548,0.0332327,0.762677,,,,,0.0040568,0.030426,0.0466531,0.0425963,0.166667,0.166667,0.138255,0.166078,0.0385396,,,,,0.00811359,0,0,,1015530,952818,1015530,952818,31653.1,47182.2,0,0,0,0.801217,18502.1,0.0121704,0.030426,0,0,0,-2,0.0141988,0.985801,0.141988,0.843813,0.762677,0.0811359,0.0040568,0.0770791,0.030426,0.0466531,0.0344828,0.0385396,0.00811359,0.00811359,0,0,0,0.00811359,0,0
"Truly Not Liable MutOptLiability-3",0.0157,0,0.0157,0.412951,0.968153,0.66242,0.66242,0.636943,0.176568,0.173267,0.0256958,0.0489549,0.630573,,,,,0.0254777,0,0.00636943,0.00636943,,,,,0.00636943,,,,,0,0,0,,1026810,946852,1026810,946852,26337.6,53147.6,0,0,0,0.636943,17166.7,0.0254777,0,0,0,0,-3,0.0318471,0.968153,0.305732,0.66242,0.630573,0.0318471,0.0254777,0.00636943,0,0.00636943,0.0254777,0.00636943,0,0,0,0,0,0,0,0
"Truly Not Liable MutOptLiability-4",0.0016,0,0.0016,0.447917,1,0,0,0,,,,,0,,,,,0,0,0,0,,,,,0,,,,,0,0,0,,1090000,900000,1090000,900000,10000,100000,0,0,0,0,,0,0,0,0,0,-4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Truly Not Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality Liable MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality Liable MutOptLiability3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality Liable MutOptLiability2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality Liable MutOptLiability1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality Liable MutOptLiability0",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality Liable MutOptLiability-1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality Liable MutOptLiability-2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality Liable MutOptLiability-3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality Liable MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Quality Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PLiabilitySignal 1",0.1721,0,0.1721,0.258861,0.969204,0.947705,0.945962,0.925044,0.169484,0.169484,0.0259335,0.0220092,0.919814,,,,,0.00987798,0,0.0180128,0.00522952,0.166667,0.166667,0.138255,0.166078,0.00348635,,,,,0.0139454,0,0.000581,0,1000750,965567,1000750,965567,33683.9,30106,11213.9,0,0,0.9233,16839.7,0.0238234,0,0,0.117374,0,-1.07902,0.030796,0.969204,0.0214991,0.947705,0.919814,0.0278908,0.00987798,0.0180128,0,0.0180128,0.00987798,0.00348635,0.0145264,0.0139454,0.000581058,0,0.000581058,0.0139454,0.00058106,0
"PLiabilitySignal 2",0.2316,0,0.2316,0.374136,0.999136,0.940846,0.770725,0.912349,0.204182,0.189912,0.0851144,0.0235696,0.727979,,,,,0.000863558,0.015544,0.193869,0.0561313,0.388889,0.5,0.197372,0.0731796,0.0496546,,,,,0.0988774,0.000431779,0.047496,0.2,1003400,957763,1003400,957763,38834.2,26209.7,29909,0,0,0.777634,18947.8,0.0997409,0.0159758,0,0.338515,0,-0.348446,0.000863558,0.999136,0.0582902,0.940846,0.727979,0.212867,0.000863558,0.212003,0.015544,0.196459,0.0164076,0.0496546,0.146805,0.0988774,0.0479275,0.000431779,0.0474957,0.0993092,0.0379965,0.0094991
"PLiabilitySignal 3",0.1971,0,0.1971,0.499577,1,0.8138,0.0177575,0.790462,0.541401,0.461253,0.037116,0.0283291,0,,,,,0.00152207,0.0806697,0.333841,0.330797,0.833333,0.5,0.269482,0.117761,0.136986,,,,,0.00101471,0.0553019,0.538305,0.354383,1023150,908612,1023150,908612,68234.4,46005.4,30876.9,0,0,0.136986,50432.1,0.00253678,0.135972,0,0.527651,0,0.0177575,0,1,0.1862,0.8138,0,0.8138,0.00152207,0.812278,0.0806697,0.731608,0.0821918,0.136986,0.594622,0.00101471,0.593607,0.0553019,0.538305,0.0563166,0.347539,0.190766
"PLiabilitySignal 4",0.2382,0,0.2382,0.627344,1,0.725021,0.00965575,0.714945,0.791667,0.270833,0.0901322,0.0573982,0,,,,,0,0.13602,0.0146935,0.393787,0.833333,0.416667,0.0377861,0.117761,0.00209908,,,,,0,0.206969,0.379933,0.522652,1052450,891595,1052450,891595,55957.2,45600.3,24131.3,0,0,0.00209908,70000,0,0.342989,0,0.662469,0,0.36272,0,1,0.274979,0.725021,0,0.725021,0,0.725021,0.13602,0.589001,0.13602,0.00209908,0.586902,0,0.586902,0.206969,0.379933,0.206969,0.18136,0.198573
"PLiabilitySignal 5",0.161,0,0.161,0.728882,0.999379,0.665217,0.00931677,0.652174,0.833333,0.326087,0.0513381,0.0668349,0,,,,,0,0.15528,0.0161491,0.399379,0.833333,0.5,0.0253525,0.117761,0.00248447,,,,,0,0.185714,0.321739,0.750965,1065030,884607,1065030,884607,50360.2,33995.9,26171.8,0,0,0.00248447,83333.3,0,0.340994,0,0.837888,0,1.11056,0.000621118,0.999379,0.334161,0.665217,0,0.665217,0,0.665217,0.15528,0.509938,0.15528,0.00248447,0.507453,0,0.507453,0.185714,0.321739,0.185714,0.0801242,0.241615
"DLiabilitySignal 1",0.1713,0,0.1713,0.260557,0.99066,0.990076,0.649737,0.962055,0.186391,0.166972,0.0577537,0.0163785,0.613543,,,,,0.0040864,0,0.17338,0.00467017,,,,,0,,,,,0.0595447,0,0.312901,0.23694,989760,954350,989760,954350,55890.3,37335.1,17120.1,0,0,0.613543,16682.5,0.0636311,0,0,0.157034,0,1.06888,0.00934034,0.99066,0.000583771,0.990076,0.613543,0.376532,0.0040864,0.372446,0,0.372446,0.0040864,0,0.372446,0.0595447,0.312901,0,0.312901,0.0595447,0.238762,0.0741389
"DLiabilitySignal 2",0.236,0,0.236,0.375777,0.988983,0.988983,0.55,0.955932,0.183123,0.167457,0.0576002,0.0177338,0.520339,,,,,0.00338983,0.000423729,0.180508,0.00805085,0.166667,0.166667,0.142932,0.024089,0.000423729,,,,,0.0614407,0,0.402966,0.450053,996000,942264,996000,942264,61735.2,38353.8,31882.1,0,0,0.520763,16687,0.0648305,0.000423729,0,0.327966,0,0.355932,0.0110169,0.988983,0,0.988983,0.520339,0.468644,0.00338983,0.465254,0.000423729,0.464831,0.00381356,0.000423729,0.464407,0.0614407,0.402966,0,0.402966,0.0614407,0.22161,0.181356
"DLiabilitySignal 3",0.1953,0,0.1953,0.502048,0.995392,0.995392,0.334869,0.971326,0.29258,0.266996,0.050377,0.0262793,0.308756,,,,,0.0015361,0,0.165899,0.652842,0.166667,0.333333,0.140594,0.166078,0.136201,,,,,0.00409626,0,0.544803,0.639098,1010610,917035,1010610,917035,72355.4,44752.5,39812.3,0,0,0.444956,26898.7,0.00563236,0,0,0.496672,0,0.0404506,0.00460829,0.995392,0,0.995392,0.308756,0.686636,0.0015361,0.6851,0,0.6851,0.0015361,0.136201,0.548899,0.00409626,0.544803,0,0.544803,0.00409626,0.196621,0.348182
"DLiabilitySignal 4",0.2341,0,0.2341,0.621387,0.997864,0.953012,0.178983,0.943187,0.292874,0.262681,0.0602108,0.0477581,0.16446,,,,,0.00170867,0.328065,0.0645023,0.454934,0.833333,0.5,0.0971979,0.106712,0.0568133,,,,,0,0.384024,0.017941,0.571429,1061540,896876,1061540,896876,41582.7,41925.5,22508.5,0,0,0.221273,26383.5,0.00170867,0.712089,0,0.671081,0,-0.39812,0.00213584,0.997864,0.0448526,0.953012,0.16446,0.788552,0.00170867,0.786843,0.328065,0.458778,0.329774,0.0568133,0.401965,0,0.401965,0.384024,0.0179411,0.384024,0.00768902,0.010252
"DLiabilitySignal 5",0.1633,0,0.1633,0.732496,1,0.00428659,0.00122474,0.00428659,0.277778,0.611111,0.0463251,0.184679,0.00122474,,,,,0,0,0.00061237,0.00306185,,,,,0,,,,,0,0.00183711,0.001225,0.5,1089790,899994,1089790,899994,10214.3,16243.1,8591.55,0,0,0.00122474,50000,0,0.00183711,0,0.838334,0,-1.0992,0,1,0.995713,0.00428659,0.00122474,0.00306185,0,0.00306185,0,0.00306185,0,0,0.00306185,0,0.00306185,0.00183711,0.00122474,0.00183711,0.00061237,0.0006124
"PDoesntFile",0.0056,0,0.0056,0.279762,0,0,0,0,,,,,0,,,,,0,0,0,0,,,,,0,,,,,0,0,0,,1000000,1000000,1000000,1000000,0,0,17857.1,0,0,0,,0,0,0,0.178571,0,-0.946429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P Files",0.9944,0,0.9944,0.49767,1,0.825825,0.350563,0.806114,0.226088,0.205162,0.0562889,0.0238522,0.328741,,,,,0.00221239,0.0773331,0.120575,0.238536,0.651515,0.439394,0.109246,0.109995,0.0402253,,,,,0.0256436,0.090708,0.260961,0.485549,1028600,921439,1028600,921439,49956.8,36860.8,24944.1,0,0,0.368966,20491.5,0.027856,0.168041,0,0.497084,0,0.0076428,0,1,0.174175,0.825825,0.328741,0.497084,0.00221239,0.494871,0.0773331,0.417538,0.0795455,0.0402253,0.377313,0.0256436,0.351669,0.090708,0.260961,0.116352,0.134252,0.12671
"DDoesntAnswer",0.1732,0,0.1732,0.725077,1,0,0,0,,,,,0,,,,,0,0,0,0,,,,,0,,,,,0,0,0,,1090000,900000,1090000,900000,10000,17436.5,8256.35,0,0,0,,0,0,0,0.825635,0,-1.05831,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D Answers",0.8212,0,0.8212,0.449708,1,1,0.424501,0.976132,0.226088,0.205162,0.0562889,0.0238522,0.398076,,,,,0.00267901,0.0936434,0.146006,0.288846,0.651515,0.439394,0.109246,0.109995,0.0487092,,,,,0.0310521,0.109839,0.316001,0.485549,1015650,925961,1015650,925961,58384.1,40957.6,28463.7,0,0,0.446785,20491.5,0.0337311,0.203483,0,0.427789,0,0.232465,0,1,0,1,0.398076,0.601924,0.00267901,0.599245,0.0936434,0.505602,0.0963225,0.0487092,0.456892,0.0310521,0.42584,0.109839,0.316001,0.140891,0.162567,0.153434
"Settles1",0.3269,0,0.3269,0.3083,1,1,1,1,0.166667,0.168604,0.057972,0.0221559,1,,,,,0,0,0,0,,,,,0,,,,,0,0,0,,999264,965736,999264,965736,35000,26828.5,21720.7,0,0,1,16763.5,0,0,0,0.215968,0,-0.584582,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DoesntSettle1",0.4943,0,0.4943,0.543226,1,1,0.0439005,0.960348,0.576715,0.420878,0.0463574,0.0338615,0,,,,,0.00445074,0.155574,0.242565,0.479871,0.651515,0.439394,0.109246,0.109995,0.0809225,,,,,0.0515881,0.18248,0.524985,0.485549,1026500,899656,1026500,899656,73848.9,50301.8,32923.2,0,0,0.0809225,50958.3,0.0560388,0.338054,0,0.567874,0,0.77281,0,1,0,1,0,1,0.00445074,0.995549,0.155574,0.839976,0.160024,0.0809225,0.759053,0.0515881,0.707465,0.18248,0.524985,0.234068,0.270079,0.254906
"PAbandons1",0.0022,0,0.0022,0.272727,1,1,0.863636,0.363636,0.433333,0.166667,0.0507183,0.0229144,0,,,,,1,0,0,0,,,,,0,,,,,0,0,0,,982500,982500,982500,982500,35000,16704.5,5340.91,0,0,0,,1,0,0,0.0454545,0,-0.818182,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"PDoesntAbandon1",0.4921,0,0.4921,0.544435,1,1,0.0402357,0.963016,0.578021,0.423194,0.0463176,0.0339612,0,,,,,0,0.156269,0.24365,0.482016,0.651515,0.439394,0.109246,0.109995,0.0812843,,,,,0.0518187,0.183296,0.527332,0.485549,1026690,899286,1026690,899286,74022.6,50452,33046.5,0,0,0.0812843,50958.3,0.0518187,0.339565,0,0.570209,0,0.779923,0,1,0,1,0,1,0,1,0.156269,0.843731,0.156269,0.0812843,0.762447,0.0518187,0.710628,0.183296,0.527332,0.235115,0.271286,0.256046
"DDefaults1",0.0769,0,0.0769,0.658648,1,1,0,1,,,,,0,,,,,0,1,0,0,,,,,0,,,,,0,0,0,,1082500,882500,1082500,882500,35000,45198.3,12652.8,0,0,0,,0,1,0,0.723017,0,0.0273082,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"DDoesntDefault1",0.4152,0,0.4152,0.523282,1,1,0.0476879,0.956166,0.578021,0.423194,0.0463176,0.0339612,0,,,,,0,0,0.288776,0.571291,0.651515,0.439394,0.109246,0.109995,0.0963391,,,,,0.0614162,0.217245,0.625,0.485549,1016360,902394,1016360,902394,81250,51425,36823.6,0,0,0.0963391,50958.3,0.0614162,0.217245,0,0.541908,0,0.919316,0,1,0,1,0,1,0,1,0,1,0,0.0963391,0.903661,0.0614162,0.842245,0.217245,0.625,0.278661,0.321532,0.303468
"POrDQuits1",0.0791,0,0.0791,0.647914,1,1,0.0240202,0.982301,0.433333,0.166667,0.0507183,0.0229144,0,,,,,0.0278129,0.972187,0,0,,,,,0,,,,,0,0,0,,1079720,885281,1079720,885281,35000,44405.8,12449.4,0,0,0,,0.0278129,0.972187,0,0.704172,0,0.00379267,0,1,0,1,0,1,0.0278129,0.972187,0.972187,0,1,0,0,0,0,0,0,0,0,0
"Settles2",0.04,0,0.04,0.4975,1,1,0.0175,0.96,0.510417,0.510833,0.0315513,0.030626,0,,,,,0,0,1,1,0.333333,0.416667,0.182593,0.0964042,1,,,,,0,0,0,,1025960,924042,1025960,924042,50000,36354.2,38166.7,0,0,1,50958.3,0,0,0,0.52,0,-0.615,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"DoesntSettle2",0.3752,0,0.3752,0.526031,1,1,0.0509062,0.955757,0.759508,0.187919,0.0859587,0.0429146,0,,,,,0,0,0.212953,0.525586,0.833333,0.452381,0.0673331,0.117761,0,,,,,0.0679638,0.240405,0.691631,0.485549,1015330,900087,1015330,900087,84581.6,53031.7,36680.4,0,0,0,,0.0679638,0.240405,0,0.544243,0,1.08289,0,1,0,1,0,1,0,1,0,1,0,0,1,0.0679638,0.932036,0.240405,0.691631,0.308369,0.35581,0.335821
"PAbandons2",0.0255,0,0.0255,0.324183,1,1,0.109804,0.909804,0.616667,0.166667,0.0635704,0.0938356,0,,,,,0,0,0.992157,0.0156863,,,,,0,,,,,1,0,0,,975000,975000,975000,975000,50000,19313.7,28431.4,0,0,0,,1,0,0,0.227451,0,0.282353,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0
"PDoesntAbandon2",0.3497,0,0.3497,0.540749,1,1,0.0466114,0.959108,0.769784,0.189448,0.0875694,0.0392512,0,,,,,0,0,0.156134,0.562768,0.833333,0.452381,0.0673331,0.117761,0,,,,,0,0.257935,0.742065,0.485549,1018270,894624,1018270,894624,87103.2,55490.4,37282,0,0,0,,0,0.257935,0,0.567343,0,1.14126,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0.257935,0.742065,0.257935,0.381756,0.360309
"DDefaults2",0.0902,0,0.0902,0.676829,1,1,0,1,0.75,0.416667,0.0681683,0.0298635,0,,,,,0,0,0.00443459,1,,,,,0,,,,,0,1,0,,1075000,875000,1075000,875000,50000,50831.5,18542.1,0,0,0,,0,1,0,0.741685,0,0.2051,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0
"DDoesntDefault2",0.2595,0,0.2595,0.493449,1,1,0.0628131,0.944894,0.77037,0.182716,0.0881443,0.0395294,0,,,,,0,0,0.208863,0.41079,0.833333,0.452381,0.0673331,0.117761,0,,,,,0,0,1,0.485549,998555,901445,998555,901445,100000,57109.8,43795.8,0,0,0,,0,0,0,0.506744,0,1.46667,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0.514451,0.485549
"POrDQuits2",0.1157,0,0.1157,0.599107,1,1,0.0242005,0.980121,0.654762,0.238095,0.0648841,0.0755579,0,,,,,0,0,0.222126,0.78306,,,,,0,,,,,0.220398,0.779602,0,,1052960,897040,1052960,897040,50000,43885,20721.7,0,0,0,,0.220398,0.779602,0,0.628349,0,0.222126,0,1,0,1,0,1,0,1,0,1,0,0,1,0.220398,0.779602,0.779602,0,1,0,0
"P Loses",0.1335,0,0.1335,0.390137,1,1,0.0876404,0.932584,0.758065,0.170251,0.0920348,0.0406773,0,,,,,0,0,0.275655,0.28839,0.833333,0.5,0.0377861,0.117761,0,,,,,0,0,1,0,950000,950000,950000,950000,100000,32059.9,53820.2,0,0,0,,0,0,0,0.358801,0,1.43895,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0
"P Wins",0.126,0,0.126,0.60291,1,1,0.0365079,0.957937,0.797619,0.210317,0.0795295,0.0369876,0,,,,,0,0,0.138095,0.540476,0.833333,0.444444,0.0722576,0.117761,0,,,,,0,0,1,1,1050000,850000,1050000,850000,100000,83650.8,33174.6,0,0,0,,0,0,0,0.663492,0,1.49603,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
"DSignal Liab 3 Dam 3 Answers",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DSignal Liab 3 Dam 3 Noans",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
