"OptionSet","Exploit","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","PBargains2","DBargains2","POffer2","DOffer2","POfferMixedness2","DOfferMixedness2","Settles2","PBet2","DBet2","PBetMixedness2","DBetMixedness2","PAbandons2","DDefaults2","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","Settles1","PAbandons1","DDefaults1","Settles2","PAbandons2","DDefaults2","P Loses","P Wins"
"shootouthighcosts","0.0012064325842105813","DSignal Liab 3 Dam 3",0.0476,0,0.0476,0.502521,0.907563,0.012605,1,1,0.533333,0.611111,0.122274,0.102021,0.00840336,,,,,0,0.00168067,1,1,0.666667,0.611111,0.0366537,0.230916,0.00168067,,,,,0,0.000840336,0,,1121130,863710,1121130,863710,15163.9,89716.4,4174.37,0,0,0.010084,79166.7,0,0.00252101,0,0.503361,0,0.0319328,0.907563,0.012605,0.092437,0.894958,0.00840336,0,0.00168067,0.00168067,0,0.000840336,0,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 3 Dam 4",0.047,0,0.04696,0.500568,0.957411,0.000851789,1,1,0.833333,0.833333,0.030696,0.15026,0.000851789,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1129190,856359,1129190,856359,14450.6,85634.6,2482.96,0,0,0.00085179,125000,0,0,0,0.475298,0,0.0868825,0.957411,0.000851789,0.0425894,0.956559,0.000851789,0,0,0,0,0,0,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 3 Dam 5",0.0474,0,0.04736,0.499578,0.966216,0.000844595,1,1,0.833333,0.833333,0.0530917,0.135258,0.000844595,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1130380,855038,1130380,855038,14581.9,75620.8,6330.24,0,0,0.00084459,125000,0,0,0,0.483108,0,0.0532095,0.966216,0.000844595,0.0337838,0.965372,0.000844595,0,0,0,0,0,0,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 4 Dam 1",0.0399,0,0.03988,0.653293,0.923771,0.00902708,1,1,0.703704,0.611111,0.147957,0.0941731,0.00300903,,,,,0,0.00401204,1,1,0.833333,0.666667,0.0867603,0.171919,0,,,,,0,0.00200602,0,,1123990,861028,1123990,861028,14985,101836,2036.11,0,0,0.00300903,75000,0,0.00601805,0,0.709127,0,-0.224674,0.923771,0.00902708,0.0762287,0.914744,0.00300903,0,0.00401204,0,0,0.00200602,0,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 4 Dam 2",0.0384,0,0.0384,0.655556,0.948958,0.00104167,1,1,0.666667,0.5,0.280351,0.0946136,0,,,,,0,0.00104167,1,1,,,,,0,,,,,0,0,0,,1128060,857594,1128060,857594,14343.7,89593.7,1744.79,0,0,0,,0,0.00104167,0,0.728125,0,-0.158333,0.948958,0.00104167,0.0510417,0.947917,0,0,0.00104167,0,0,0,0,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 4 Dam 3",0.0391,0,0.03912,0.645535,0.985685,0,1,1,,,,,0,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1133070,852147,1133070,852147,14785.3,73236.2,347.648,0,0,0,,0,0,0,0.745399,0,-0.189162,0.985685,0,0.0143149,0.985685,0,0,0,0,0,0,0,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 4 Dam 4",0.0401,0,0.04008,0.647039,0.99002,0,1,1,,,,,0,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1133650,851497,1133650,851497,14850.3,59855.3,2445.11,0,0,0,,0,0,0,0.714571,0,-0.195609,0.99002,0,0.00998004,0.99002,0,0,0,0,0,0,0,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 4 Dam 5",0.0415,0,0.04152,0.651574,0.996146,0,1,1,,,,,0,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1134480,850578,1134480,850578,14942.2,46676.3,8843.93,0,0,0,,0,0,0,0.710019,0,-0.132948,0.996146,0,0.00385356,0.996146,0,0,0,0,0,0,0,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 5 Dam 1",0.039,0,0.03896,0.804757,1,0.00102669,1,1,0.833333,0.833333,0.112709,0.137177,0.00102669,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1134930,849964,1134930,849964,15107.8,98059.5,0,0,0,0.00102669,125000,0,0,0,0.935318,0,-0.323409,1,0.00102669,0,0.998973,0.00102669,0,0,0,0,0,0,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 5 Dam 2",0.0404,0,0.0404,0.801485,0.99901,0,1,1,,,,,0,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1134870,850149,1134870,850149,14985.1,80024.8,0,0,0,0,,0,0,0,0.934653,0,-0.367327,0.99901,0,0.000990099,0.99901,0,0,0,0,0,0,0,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 5 Dam 3",0.0391,0,0.03912,0.803511,0.998978,0,1,1,,,,,0,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1134860,850153,1134860,850153,14984.7,56390.6,235.174,0,0,0,,0,0,0,0.941718,0,-0.316973,0.998978,0,0.00102249,0.998978,0,0,0,0,0,0,0,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 5 Dam 4",0.0383,0,0.03832,0.798539,1,0.00104384,1,1,0.833333,0.833333,0.0856762,0.132582,0.00104384,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1134930,849963,1134930,849963,15109.6,33961.4,2781.84,0,0,0.00104384,125000,0,0,0,0.935282,0,-0.415449,1,0.00104384,0,0.998956,0.00104384,0,0,0,0,0,0,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 5 Dam 5",0.0339,0,0.03388,0.80244,1,0,1,1,,,,,0,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1135000,850000,1135000,850000,15000,14905.5,11351.8,0,0,0,,0,0,0,0.930342,0,-0.4451,1,0,0,1,0,0,0,0,0,0,0,0
"shootouthighcosts","0.0012064325842105813","PDoesntFile",0.2523,0,0.25232,0.239009,0,0,1,1,,,,,0,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1000000,1000000,1000000,1000000,0,0,9480.03,0,0,0,,0,0,0,0.122067,0,-0.294388,0,0,1,0,0,0,0,0,0,0,0,0
"shootouthighcosts","0.0012064325842105813","P Files",0.7477,0,0.74768,0.589967,1,0.256045,1,1,0.386649,0.203127,0.139942,0.0808303,0.153007,,,,,0.00561738,0.0187781,1,1,0.536168,0.401134,0.0907221,0.0644045,0.0472395,,,,,0.00390541,0.00278194,0.024716,0.471861,1093300,855512,1093300,855512,51187.1,81018.6,12226,0,0,0.200246,38024.3,0.00952279,0.02156,5.34988E-05,0.632142,0,0.0970469,1,0.256045,0,0.743955,0.153007,0.00561738,0.0187781,0.0472395,0.00390541,0.00278194,0.0130537,0.0116627
"shootouthighcosts","0.0012064325842105813","DDoesntAnswer",0.5562,0,0.55624,0.654334,1,0,1,1,,,,,0,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1135000,850000,1135000,850000,15000,74769.9,2489.57,0,0,0,,0,0,0,0.722206,0,-0.0970804,1,0,0,1,0,0,0,0,0,0,0,0
"shootouthighcosts","0.0012064325842105813","D Answers",0.1914,0,0.19144,0.402946,1,1,1,1,0.386649,0.203127,0.139942,0.0808303,0.597576,,,,,0.021939,0.0733389,1,1,0.536168,0.401134,0.0907221,0.0644045,0.184496,,,,,0.0152528,0.010865,0.096532,0.471861,972143,871526,972143,871526,156331,99174.6,40515.6,0,0,0.782073,38024.3,0.0371918,0.0842039,0.000208943,0.370455,0,0.661095,1,1,0,0,0.597576,0.021939,0.0733389,0.184496,0.0152528,0.010865,0.050982,0.0455495
"shootouthighcosts","0.0012064325842105813","Settles1",0.1144,0,0.1144,0.356643,1,1,1,1,0.176632,0.207343,0.124303,0.0725147,1,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,968798,911202,968798,911202,120000,68235.1,32398.6,0,0,1,28798.1,0,0,0,0.289161,0,0.384615,1,1,0,0,1,0,0,0,0,0,0,0
"shootouthighcosts","0.0012064325842105813","DoesntSettle1",0.077,0,0.07704,0.471703,1,1,1,1,0.698512,0.196867,0.163166,0.0931785,0,,,,,0.0545171,0.182243,1,1,0.536168,0.401134,0.0907221,0.0644045,0.458463,,,,,0.0379024,0.026999,0.239875,0.471861,977109,812610,977109,812610,210280,145118,52568.9,0,0,0.458463,67907.7,0.0924195,0.209242,0.000519211,0.491173,0,1.07165,1,1,0,0,0,0.0545171,0.182243,0.458463,0.0379024,0.026999,0.126687,0.113188
"shootouthighcosts","0.0012064325842105813","PAbandons1",0.0042,0,0.0042,0.42381,1,1,1,1,0.503175,0.171429,0.189711,0.0783176,0,,,,,1,0,1,1,,,,,0,,,,,0,0,0,,940000,940000,940000,940000,120000,30952.4,67571.4,0,0,0,,1,0,0,0.542857,0,0.514286,1,1,0,0,0,1,0,0,0,0,0,0
"shootouthighcosts","0.0012064325842105813","PDoesntAbandon1",0.0728,0,0.07284,0.474465,1,1,1,1,0.709775,0.198334,0.161636,0.0940354,0,,,,,0,0.192751,1,1,0.536168,0.401134,0.0907221,0.0644045,0.484898,,,,,0.0400879,0.0285557,0.253707,0.471861,979249,805265,979249,805265,215486,151701,51703.8,0,0,0.484898,67907.7,0.0400879,0.221307,0.000549149,0.488193,0,1.10379,1,1,0,0,0,0,0.192751,0.484898,0.0400879,0.0285557,0.133992,0.119714
"shootouthighcosts","0.0012064325842105813","DDefaults1",0.014,0,0.01404,0.481956,1,1,1,1,0.732194,0.251662,0.133043,0.146926,0,,,,,0,1,1,1,,,,,0,,,,,0,0,0,,1090000,790000,1090000,790000,120000,154088,14529.9,0,0,0,,0,1,0.002849,0.481481,0,0.982906,1,1,0,0,0,0,1,0,0,0,0,0
"shootouthighcosts","0.0012064325842105813","DDoesntDefault1",0.0588,0,0.0588,0.472676,1,1,1,1,0.704422,0.185601,0.168463,0.0814065,0,,,,,0,0,1,1,0.536168,0.401134,0.0907221,0.0644045,0.60068,,,,,0.0496599,0.0353741,0.314286,0.471861,952804,808910,952804,808910,238286,151131,60580,0,0,0.60068,67907.7,0.0496599,0.0353741,0,0.489796,0,1.13265,1,1,0,0,0,0,0,0.60068,0.0496599,0.0353741,0.165986,0.148299
"shootouthighcosts","0.0012064325842105813","POrDQuits1",0.0182,0,0.01824,0.468567,1,1,1,1,0.679459,0.233187,0.146092,0.131128,0,,,,,0.230263,0.769737,1,1,,,,,0,,,,,0,0,0,,1055460,824539,1055460,824539,120000,125735,26743.4,0,0,0,,0.230263,0.769737,0.00219298,0.495614,0,0.875,1,1,0,0,0,0.230263,0.769737,0,0,0,0,0
"shootouthighcosts","0.0012064325842105813","Settles2",0.0353,0,0.03532,0.474896,1,1,1,1,0.729898,0.181578,0.180497,0.0923236,0,,,,,0,0,1,1,0.43809,0.467346,0.0793751,0.0613801,1,,,,,0,0,0,,962908,827092,962908,827092,210000,134720,55167,0,0,1,67907.7,0,0,0,0.498301,0,0.86863,1,1,0,0,0,0,0,1,0,0,0,0
"shootouthighcosts","0.0012064325842105813","DoesntSettle2",0.0235,0,0.02348,0.469336,1,1,1,1,0.666099,0.191652,0.15036,0.0649842,0,,,,,0,0,1,1,0.683702,0.301533,0.107791,0.0689539,0,,,,,0.124361,0.088586,0.787053,0.471861,937606,781559,937606,781559,280835,175817,68722.6,0,0,0,,0.124361,0.088586,0,0.477002,0,1.52981,1,1,0,0,0,0,0,0,0.124361,0.088586,0.415673,0.37138
"shootouthighcosts","0.0012064325842105813","PAbandons2",0.0029,0,0.00292,0.388128,1,1,1,1,0.739726,0.180365,0.204977,0.0366135,0,,,,,0,0,1,1,0.47032,0.178082,0.0895661,0.0844104,0,,,,,1,0,0,,895000,895000,895000,895000,210000,70136.7,83287.8,0,0,0,,1,0,0,0.424658,0,1.38356,1,1,0,0,0,0,0,0,1,0,0,0
"shootouthighcosts","0.0012064325842105813","PDoesntAbandon2",0.0206,0,0.02056,0.480869,1,1,1,1,0.655642,0.193256,0.142603,0.0690135,0,,,,,0,0,1,1,0.714008,0.319066,0.110379,0.0667587,0,,,,,0,0.101167,0.898833,0.471861,943657,765448,943657,765448,290895,190826,66653.9,0,0,0,,0,0.101167,0,0.484436,0,1.55058,1,1,0,0,0,0,0,0,0,0.101167,0.474708,0.424125
"shootouthighcosts","0.0012064325842105813","DDefaults2",0.0021,0,0.00208,0.538462,1,1,1,1,0.746795,0.195513,0.11313,0.15193,0,,,,,0,0,1,1,0.817308,0.451923,0.0981239,0.0740608,0,,,,,0,1,0,,1045000,745001,1045000,745001,210000,204038,27596.5,0,0,0,,0,1,0,0.519231,0,1.26923,1,1,0,0,0,0,0,0,0,1,0,0
"shootouthighcosts","0.0012064325842105813","DDoesntDefault2",0.0185,0,0.01848,0.474387,1,1,1,1,0.645382,0.193001,0.145921,0.0596809,0,,,,,0,0,1,1,0.702381,0.304113,0.111759,0.0659368,0,,,,,0,0,1,0.471861,932251,767749,932251,767749,300000,189339,71050,0,0,0,,0,0,0,0.480519,0,1.58225,1,1,0,0,0,0,0,0,0,0,0.528139,0.471861
"shootouthighcosts","0.0012064325842105813","POrDQuits2",0.005,0,0.005,0.450667,1,1,1,1,0.742667,0.186667,0.166769,0.084585,0,,,,,0,0,1,1,0.614667,0.292,0.0931261,0.080105,0,,,,,0.584,0.416,0,,957400,832600,957400,832600,210000,125840,60120.2,0,0,0,,0.584,0.416,0,0.464,0,1.336,1,1,0,0,0,0,0,0,0.584,0.416,0,0
"shootouthighcosts","0.0012064325842105813","P Loses",0.0098,0,0.00976,0.418716,1,1,1,1,0.672131,0.192623,0.143088,0.0508312,0,,,,,0,0,1,1,0.698087,0.281421,0.114304,0.0640321,0,,,,,0,0,1,0,850000,850000,850000,850000,300000,109631,101230,0,0,0,,0,0,0,0.405738,0,1.64754,1,1,0,0,0,0,0,0,0,0,1,0
"shootouthighcosts","0.0012064325842105813","P Wins",0.0087,0,0.00872,0.536697,1,1,1,1,0.615443,0.193425,0.149092,0.0695861,0,,,,,0,0,1,1,0.707187,0.329511,0.10891,0.0680687,0,,,,,0,0,1,1,1024310,675689,1024310,675689,300000,278555,37270.9,0,0,0,,0,0,0,0.56422,0,1.50917,1,1,0,0,0,0,0,0,0,0,0,1
"shootouthighcosts","0.0012064325842105813","DSignal Liab 3 Dam 3 Answers",0.0006,0,0.0006,0.511111,1,1,1,1,0.533333,0.611111,0.122274,0.102021,0.666667,,,,,0,0.133333,1,1,0.666667,0.611111,0.0366537,0.230916,0.133333,,,,,0,0.0666667,0,,1024330,837667,1024330,837667,138000,114167,34833.3,0,0,0.8,79166.7,0,0.2,0,0.466667,0,0.133333,1,1,0,0,0.666667,0,0.133333,0.133333,0,0.0666667,0,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 3 Dam 3 Noans",0.047,0,0.047,0.502411,0.906383,0,1,1,,,,,0,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1122360,864043,1122360,864043,13595.7,89404.3,3782.98,0,0,0,,0,0,0,0.50383,0,0.0306383,0.906383,0,0.093617,0.906383,0,0,0,0,0,0,0,0
"soallroundshighcosts","0.0010150671057617044","All",1,0,1,0.50148,0.73984,0.19072,1,1,0.391674,0.201727,0.137352,0.0774797,0.11292,,,,,0.00236,0.01564,1,1,0.545151,0.392196,0.080453,0.0586123,0.03456,,,,,0.0028,0.00296,0.01948,0.445585,1068990,892752,1068990,892752,38258.4,60083.6,11753.7,0,0,0.14748,37815.3,0.00516,0.0186,4E-05,0.50316,0,-0.00092,0.73984,0.19072,0.26016,0.54912,0.11292,0.00236,0.01564,0.03456,0.0028,0.00296,0.0108,0.00868
"soallroundshighcosts","0.0010150671057617044","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"soallroundshighcosts","0.0010150671057617044","DisputeArises",1,0,1,0.50148,0.73984,0.19072,1,1,0.391674,0.201727,0.137352,0.0774797,0.11292,,,,,0.00236,0.01564,1,1,0.545151,0.392196,0.080453,0.0586123,0.03456,,,,,0.0028,0.00296,0.01948,0.445585,1068990,892752,1068990,892752,38258.4,60083.6,11753.7,0,0,0.14748,37815.3,0.00516,0.0186,4E-05,0.50316,0,-0.00092,0.73984,0.19072,0.26016,0.54912,0.11292,0.00236,0.01564,0.03456,0.0028,0.00296,0.0108,0.00868
"soallroundshighcosts","0.0010150671057617044","Litigated",0.1907,0,0.19072,0.409361,1,1,1,1,0.391674,0.201727,0.137352,0.0774797,0.592072,,,,,0.0123742,0.082005,1,1,0.545151,0.392196,0.080453,0.0586123,0.181208,,,,,0.0146812,0.0155201,0.102139,0.445585,973040,869548,973040,869548,157412,100428,40587.8,0,0,0.77328,37815.3,0.0270554,0.0975252,0.000209732,0.382131,0,0.678691,1,1,0,0,0.592072,0.0123742,0.082005,0.181208,0.0146812,0.0155201,0.0566275,0.0455117
"soallroundshighcosts","0.0010150671057617044","Settles",0.1475,0,0.14748,0.391104,1,1,1,1,0.309104,0.201067,0.135464,0.0737117,0.765663,,,,,0,0,1,1,0.436728,0.459105,0.0690543,0.0520209,0.234337,,,,,0,0,0,,967270,891640,967270,891640,141090,83276.4,38405.9,0,0,1,37815.3,0,0,0,0.350149,0,0.504204,1,1,0,0,0.765663,0,0,0.234337,0,0,0,0
"soallroundshighcosts","0.0010150671057617044","Tried",0.0195,0,0.01948,0.469541,1,1,1,1,0.652977,0.191307,0.142563,0.0580127,0,,,,,0,0,1,1,0.705339,0.298426,0.099823,0.0662568,0,,,,,0,0,1,0.445585,927104,772896,927104,772896,300000,183470,73768.2,0,0,0,,0,0,0,0.482546,0,1.56879,1,1,0,0,0,0,0,0,0,0,0.554415,0.445585
"soallroundshighcosts","0.0010150671057617044","Abandoned",0.0238,0,0.02376,0.473345,1,1,1,1,0.689955,0.214366,0.144799,0.116829,0,,,,,0.0993266,0.658249,1,1,0.653935,0.30787,0.0833362,0.0723073,0,,,,,0.117845,0.124579,0,,1046520,811667,1046520,811667,141818,138805,26927.7,0,0,0,,0.217172,0.782828,0.0016835,0.498316,0,1.03199,1,1,0,0,0,0.0993266,0.658249,0,0.117845,0.124579,0,0
"soallroundshighcosts","0.0010150671057617044","OneRound",0.1309,0,0.13092,0.37901,1,1,1,1,0.246104,0.20995,0.12595,0.0773783,0.862511,,,,,0.0180263,0.119462,1,1,,,,,0,,,,,0,0,0,,982782,897218,982782,897218,120000,77604.6,30993.7,0,0,0.862511,28825.7,0.0180263,0.119462,0.00030553,0.330278,0,0.469294,1,1,0,0,0.862511,0.0180263,0.119462,0,0,0,0,0
"soallroundshighcosts","0.0010150671057617044","TwoRounds",0.0598,0,0.0598,0.475808,1,1,1,1,0.710368,0.183724,0.162315,0.0777017,0,,,,,0,0,1,1,0.545151,0.392196,0.080453,0.0586123,0.577926,,,,,0.0468227,0.0494983,0.325753,0.445585,951712,808970,951712,808970,239318,150394,61592.1,0,0,0.577926,67187.5,0.0468227,0.0494983,0,0.495652,0,1.13712,1,1,0,0,0,0,0,0.577926,0.0468227,0.0494983,0.180602,0.145151
"soallroundshighcosts","0.0010150671057617044","ThreeRounds",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"soallroundshighcosts","0.0010150671057617044","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"soallroundshighcosts","0.0010150671057617044","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"soallroundshighcosts","0.0010150671057617044","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"soallroundshighcosts","0.0010150671057617044","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"soallroundshighcosts","0.0010150671057617044","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"soallroundshighcosts","0.0010150671057617044","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"soallroundshighcosts","0.0010150671057617044","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"soallroundshighcosts","0.0010150671057617044","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"soallroundshighcosts","0.0010150671057617044","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"soallroundshighcosts","0.0010150671057617044","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"soallroundshighcosts","0.0010150671057617044","Truly Liable",0.5032,0,0.50316,0.653073,0.934017,0.144845,1,1,0.463502,0.211398,0.148622,0.0921951,0.0677319,,,,,0.00262342,0.0155815,1,1,0.55848,0.410031,0.0856885,0.0550011,0.0348994,,,,,0.00198744,0.0033389,0.018682,0.523404,1103380,860418,1103380,860418,36202,45846,23359.8,0,0,0.102631,44161.5,0.00461086,0.0189204,0,1,0,0.00596232,0.934017,0.144845,0.065983,0.789172,0.0677319,0.00262342,0.0155815,0.0348994,0.00198744,0.0033389,0.00890373,0.0097782
"soallroundshighcosts","0.0010150671057617044","Truly Not Liable",0.4968,0,0.49684,0.347959,0.543193,0.237179,1,1,0.347251,0.195746,0.130382,0.0683788,0.158683,,,,,0.00209323,0.0156992,1,1,0.532051,0.374668,0.0753077,0.0621612,0.0342162,,,,,0.0036229,0.00257628,0.020288,0.373016,1034160,925498,1034160,925498,40341,74502.2,0,0,0,0.192899,34395.9,0.00571613,0.0182755,8.05088E-05,0,0,-0.00788986,0.543193,0.237179,0.456807,0.306014,0.158683,0.00209323,0.0156992,0.0342162,0.0036229,0.00257628,0.0127204,0.0075678
"soallroundshighcosts","0.0010150671057617044","AllCount",25000,0,25000,0.50148,18496,4768,25000,25000,0.391674,0.201727,0.137352,0.0774797,2823,,,,,59,391,25000,25000,0.545151,0.392196,0.080453,0.0586123,864,,,,,70,74,487,217,1068990,892752,1068990,892752,38258.4,60083.6,11753.7,0,0,3687,37815.3,129,465,1,12579,0,-0.00092,18496,4768,6504,13728,2823,59,391,864,70,74,270,217
"soallroundshighcosts","0.0010150671057617044","Liability Strength1",0.1976,0,0.19756,0.166667,0.149828,0.135453,1,1,0.211759,0.172895,0.099793,0.025954,0.122899,,,,,0,0.000809881,1,1,0.318966,0.198276,0.0502851,0.0360108,0.00789634,,,,,0.00121482,0,0.002632,0,996652,985585,996652,985585,17763.7,14008.4,2702.98,0,0,0.130796,25715.9,0.00121482,0.000809881,0,0.0257137,0,-0.00060741,0.149828,0.135453,0.850172,0.0143754,0.122899,0,0.000809881,0.00789634,0.00121482,0,0.00263211,0
"soallroundshighcosts","0.0010150671057617044","Liability Strength2",0.1609,0,0.16088,0.333333,0.584535,0.402287,1,1,0.322621,0.19108,0.121321,0.0650851,0.290403,,,,,0.00447539,0.0241174,1,1,0.51393,0.316418,0.0829809,0.057013,0.0395326,,,,,0.0091994,0.00223769,0.032322,0.115385,1010350,928240,1010350,928240,61413.5,55538.9,23268.9,0,0,0.329935,31433.7,0.0136748,0.026355,0,0.253605,0,-0.0266037,0.584535,0.402287,0.415465,0.182248,0.290403,0.00447539,0.0241174,0.0395326,0.0091994,0.00223769,0.0285927,0.0037295
"soallroundshighcosts","0.0010150671057617044","Liability Strength3",0.2771,0,0.27712,0.5,0.910652,0.308025,1,1,0.461418,0.21134,0.158813,0.0956521,0.141888,,,,,0.00548499,0.0336316,1,1,0.559659,0.416667,0.0807162,0.0657684,0.0766455,,,,,0.00375289,0.0062067,0.040416,0.521429,1074920,864004,1074920,864004,61071.7,89594,20907.6,0,0,0.218533,44773.8,0.00923788,0.0398383,0.000144342,0.503031,0,-0.0150115,0.910652,0.308025,0.0893476,0.602627,0.141888,0.00548499,0.0336316,0.0766455,0.00375289,0.0062067,0.0193418,0.0210739
"soallroundshighcosts","0.0010150671057617044","Liability Strength4",0.164,0,0.164,0.666667,0.996585,0.0807317,1,1,0.629909,0.246224,0.153175,0.122205,0.015122,,,,,0.000731707,0.0136585,1,1,0.592857,0.45873,0.0814621,0.03868,0.0312195,,,,,0.000243902,0.00487805,0.014878,0.868852,1123520,847105,1123520,847105,29374.4,77312.8,6539.64,0,0,0.0463415,65855.3,0.00097561,0.0185366,0,0.748049,0,0.0363415,0.996585,0.0807317,0.00341463,0.915854,0.015122,0.000731707,0.0136585,0.0312195,0.000243902,0.00487805,0.00195122,0.0129268
"soallroundshighcosts","0.0010150671057617044","Liability Strength5",0.2004,0,0.20044,0.833333,0.9998,0.00319298,1,1,0.666667,0.28125,0.139404,0.136293,0.000598683,,,,,0,0.000199561,1,1,0.611111,0.486111,0.11873,0.0365326,0.00139693,,,,,0,0.000399122,0.000599,1,1134540,849863,1134540,849863,15601.7,54247.7,3042.31,0,0,0.00199561,80000,0,0.000598683,0,0.973858,0,0.00838156,0.9998,0.00319298,0.000199561,0.996607,0.000598683,0,0.000199561,0.00139693,0,0.000399122,0,0.0005987
"soallroundshighcosts","0.0010150671057617044","PLiabilitySignal1",0.19,0,0.19,0.19986,0.0143158,0.0109474,1,1,0.166667,0.166667,0.0198867,0.0279988,0.0109474,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1000070,998564,1000070,998564,1364.21,1368.42,7665.26,0,0,0.0109474,25000,0,0,0,0.0762105,0,-0.377684,0.0143158,0.0109474,0.985684,0.00336842,0.0109474,0,0,0,0,0,0,0
"soallroundshighcosts","0.0010150671057617044","PLiabilitySignal2",0.1957,0,0.19568,0.349312,0.628168,0.365086,1,1,0.196062,0.190276,0.0951516,0.057642,0.342396,,,,,0.000204415,0.00654129,1,1,0.166667,0.239316,0.0206882,0.044008,0.0159444,,,,,0,0,0,,1023550,927260,1023550,927260,49191.5,53882.4,16954.7,0,0,0.35834,26996.6,0.000204415,0.00654129,0,0.271055,0,-0.172935,0.628168,0.365086,0.371832,0.263083,0.342396,0.000204415,0.00654129,0.0159444,0,0,0,0
"soallroundshighcosts","0.0010150671057617044","PLiabilitySignal3",0.2293,0,0.22928,0.50096,0.999651,0.371947,1,1,0.45677,0.204972,0.17271,0.0859867,0.181438,,,,,0.00976971,0.0378576,1,1,0.529101,0.389092,0.0827728,0.0628982,0.0849616,,,,,0.0122121,0.0047104,0.040998,0.289362,1074200,855203,1074200,855203,70598.4,93574.2,19341.4,0,0,0.266399,42583.5,0.0219819,0.042568,0.000174459,0.509246,0,-0.0150035,0.999651,0.371947,0.000348918,0.627704,0.181438,0.00976971,0.0378576,0.0849616,0.0122121,0.0047104,0.0291347,0.0118632
